DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                WarmBoxTemp               EtalonTemp                DasTemp                   MPVPosition               solenoid_valves           OutletValve               MeasurementMode           species                   HP_12CH4                  HP_12CH4_dry              HP_13CH4                  HR_13CH4                  Delta_iCH4_Raw            HP_Delta_iCH4_Raw         HP_Delta_iCH4_30s         HP_Delta_iCH4_2min        HP_Delta_iCH4_5min        HR_12CH4                  HR_12CH4_dry              HR_Delta_iCH4_Raw         HR_Delta_iCH4_30s         HR_Delta_iCH4_2min        HR_Delta_iCH4_5min        ChemDetect                H2O                       12CO2                     12CO2_dry                 13CO2                     Delta_Raw_iCO2            Delta_30s_iCO2            Delta_2min_iCO2           Delta_5min_iCO2           peak87_baseave_spec       peak88_baseave            peakheight_5              peak0_spec                ch4_splinemax             peak30_spec               peak_30                   SSIMPressure              PPF_res                   PPF_base_offset           PPF_slope_offset          PPF_shift                 PPF_CH4_conc              PPF_H2O_conc              PPF_C2H6_conc             PPF_C2H4_conc             PPF_NH3_conc              PPF_H2S_conc              
2018-08-31                21:25:06.292              242.89243395              5829.418415               1535750706.293            0                         963                       1.4796652060E+02          4.5000083923E+01          4.4999259949E+01          4.5014030457E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.8928564489E+04          1.0000000000E+00          1.0600000000E+02          3.8677226212E-01          3.8981178823E-01          4.1458878839E-03          3.8728151857E-03          -5.3535183127E+01         -5.3535183127E+01         -4.9265675886E+01         -2.0865197317E+01         -1.0329098827E+01         3.4958597872E-01          3.5316190742E-01          -2.4123616068E+01         -2.8792646564E+01         -2.7173121040E+02         -2.1839774647E+02         0.0000000000E+00          6.4345170557E-01          4.6004959984E+02          4.6522505229E+02          5.2009564950E+00          -5.1398913659E+00         -8.9230421718E+00         -5.3155882355E+00         -5.6093035001E+00         2.8037991705E+02          8.1470963710E+00          5.1243744461E-01          8.1193885218E-01          8.8385670026E+01          3.9250554040E+01          3.9569653217E+01          0.0000000000E+00          4.2279682446E-02          -1.5381261586E+00         2.4468232472E-02          2.3247760652E-04          3.7701419386E-01          6.4958006165E-01          -3.2046859622E-01         5.8418089514E-03          4.2294244419E-03          3.0408739988E+00          
2018-08-31                21:25:06.790              242.89243971              5829.418553               1535750706.791            0                         963                       1.4798719788E+02          4.5000083923E+01          4.4999259949E+01          4.5014030457E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.8933974609E+04          1.0000000000E+00          1.0500000000E+02          3.8677226212E-01          3.8981178823E-01          4.1458878839E-03          3.8728151857E-03          -5.3535183127E+01         -5.3535183127E+01         -4.9265675886E+01         -2.0865197317E+01         -1.0329098827E+01         3.4958597872E-01          3.5316190742E-01          -2.4123616068E+01         -2.8792646564E+01         -2.7173121040E+02         -2.1839774647E+02         0.0000000000E+00          6.4345170557E-01          4.5126360139E+02          4.5639516466E+02          5.1022432782E+00          -5.1398913659E+00         -8.9230421718E+00         -5.3155882355E+00         -5.6093035001E+00         2.7502804507E+02          8.1470963710E+00          5.1243744461E-01          8.1193885218E-01          8.8385670026E+01          3.9250554040E+01          3.9569653217E+01          0.0000000000E+00          4.2279682446E-02          -1.5381261586E+00         2.4468232472E-02          2.3247760652E-04          3.7701419386E-01          6.4958006165E-01          -3.2046859622E-01         5.8418089514E-03          4.2294244419E-03          3.0408739988E+00          
2018-08-31                21:25:07.276              242.89244532              5829.418688               1535750707.276            0                         963                       1.4798461730E+02          4.5000083923E+01          4.4999259949E+01          4.5014030457E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.8926342612E+04          1.0000000000E+00          1.0600000000E+02          3.8677226212E-01          3.8981178823E-01          4.1458878839E-03          3.8728151857E-03          -5.3535183127E+01         -5.3535183127E+01         -4.9265675886E+01         -2.0865197317E+01         -1.0329098827E+01         3.4958597872E-01          3.5316190742E-01          -2.4123616068E+01         -2.8792646564E+01         -2.7173121040E+02         -2.1839774647E+02         0.0000000000E+00          6.4345170557E-01          4.5126360139E+02          4.5639516466E+02          5.1092412104E+00          -3.7754006447E+00         -8.2004898316E+00         -5.3557664175E+00         -5.5396142465E+00         2.7502804507E+02          8.1229010267E+00          5.1243744461E-01          8.1193885218E-01          8.8385670026E+01          3.9250554040E+01          3.9569653217E+01          0.0000000000E+00          4.2279682446E-02          -1.5381261586E+00         2.4468232472E-02          2.3247760652E-04          3.7701419386E-01          6.4958006165E-01          -3.2046859622E-01         5.8418089514E-03          4.2294244419E-03          3.0408739988E+00          
2018-08-31                21:25:08.601              242.89246067              5829.419056               1535750708.602            0                         963                       1.4797317807E+02          4.5000083923E+01          4.4999259949E+01          4.5014030457E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.8893379138E+04          1.0000000000E+00          1.5000000000E+02          2.9899751349E-01          3.0137548423E-01          3.2517987406E-03          2.9281867164E-03          -3.9809009126E+01         -3.9809009126E+01         -4.9592326141E+01         -2.7145029379E+01         -1.0394280797E+01         2.6780775929E-01          2.7057859551E-01          -3.6953588155E+01         -2.6860437649E+01         -2.8833286880E+02         -2.1898438170E+02         0.0000000000E+00          6.5046830698E-01          4.5126360139E+02          4.5639516466E+02          5.1092412104E+00          -3.7754006447E+00         -8.2004898316E+00         -5.3557664175E+00         -5.5396142465E+00         2.7502804507E+02          8.1229010267E+00          3.9618706303E-01          6.3105327248E-01          6.8312677032E+01          3.9678566726E+01          3.9998894237E+01          0.0000000000E+00          4.9859408427E-02          -1.5021796659E+00         1.7729569337E-02          2.4664828106E-04          2.9261776773E-01          6.5746042671E-01          -2.7167942388E-01         4.1504317333E-03          5.0670558699E-03          7.9393641085E-01          
2018-08-31                21:25:09.920              242.89247593              5829.419422               1535750709.920            0                         963                       1.4796945190E+02          4.5000083923E+01          4.4999259949E+01          4.5014030457E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.8861832031E+04          1.0000000000E+00          1.0600000000E+02          2.9899751349E-01          3.0137548423E-01          3.2517987406E-03          2.9281867164E-03          -3.9809009126E+01         -3.9809009126E+01         -4.9592326141E+01         -2.7145029379E+01         -1.0394280797E+01         2.6780775929E-01          2.7057859551E-01          -3.6953588155E+01         -2.6860437649E+01         -2.8833286880E+02         -2.1898438170E+02         0.0000000000E+00          6.5046830698E-01          4.5126360139E+02          4.5639516466E+02          5.1092412104E+00          -3.7754006447E+00         -8.2004898316E+00         -5.3557664175E+00         -5.5396142465E+00         2.7502804507E+02          8.0248728266E+00          3.9618706303E-01          6.3105327248E-01          6.8312677032E+01          3.9678566726E+01          3.9998894237E+01          0.0000000000E+00          4.9859408427E-02          -1.5021796659E+00         1.7729569337E-02          2.4664828106E-04          2.9261776773E-01          6.5746042671E-01          -2.7167942388E-01         4.1504317333E-03          5.0670558699E-03          7.9393641085E-01          
2018-08-31                21:25:10.401              242.89248149              5829.419556               1535750710.401            0                         963                       1.4796945190E+02          4.5000083923E+01          4.4999259949E+01          4.5014030457E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.8861832031E+04          1.0000000000E+00          1.0500000000E+02          2.9899751349E-01          3.0137548423E-01          3.2517987406E-03          2.9281867164E-03          -3.9809009126E+01         -3.9809009126E+01         -4.9592326141E+01         -2.7145029379E+01         -1.0394280797E+01         2.6780775929E-01          2.7057859551E-01          -3.6953588155E+01         -2.6860437649E+01         -2.8833286880E+02         -2.1898438170E+02         0.0000000000E+00          6.5046830698E-01          4.4478112299E+02          4.4989549167E+02          5.0364788333E+00          -3.7754006447E+00         -8.2004898316E+00         -5.3557664175E+00         -5.5396142465E+00         2.7107933113E+02          8.0248728266E+00          3.9618706303E-01          6.3105327248E-01          6.8312677032E+01          3.9678566726E+01          3.9998894237E+01          0.0000000000E+00          4.9859408427E-02          -1.5021796659E+00         1.7729569337E-02          2.4664828106E-04          2.9261776773E-01          6.5746042671E-01          -2.7167942388E-01         4.1504317333E-03          5.0670558699E-03          7.9393641085E-01          
2018-08-31                21:25:10.880              242.89248704              5829.419689               1535750710.880            0                         963                       1.4798824771E+02          4.5000111423E+01          4.4999369946E+01          4.5013837961E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.8859317050E+04          1.0000000000E+00          1.0600000000E+02          2.9899751349E-01          3.0137548423E-01          3.2517987406E-03          2.9281867164E-03          -3.9809009126E+01         -3.9809009126E+01         -4.9592326141E+01         -2.7145029379E+01         -1.0394280797E+01         2.6780775929E-01          2.7057859551E-01          -3.6953588155E+01         -2.6860437649E+01         -2.8833286880E+02         -2.1898438170E+02         0.0000000000E+00          6.5046830698E-01          4.4478112299E+02          4.4989549167E+02          5.0376179368E+00          -3.5500839261E+00         -7.3401093635E+00         -5.3388505980E+00         -5.4775002023E+00         2.7107933113E+02          8.0156698431E+00          3.9618706303E-01          6.3105327248E-01          6.8312677032E+01          3.9678566726E+01          3.9998894237E+01          0.0000000000E+00          4.9859408427E-02          -1.5021796659E+00         1.7729569337E-02          2.4664828106E-04          2.9261776773E-01          6.5746042671E-01          -2.7167942388E-01         4.1504317333E-03          5.0670558699E-03          7.9393641085E-01          
2018-08-31                21:25:12.211              242.89250245              5829.420059               1535750712.212            0                         963                       1.4825548124E+02          4.5000114441E+01          4.4999382019E+01          4.5013816833E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.9176029924E+04          1.0000000000E+00          1.5000000000E+02          2.3396979035E-01          2.3584952287E-01          2.4287296785E-03          2.1482059247E-03          -8.3597917764E+01         -8.3597917764E+01         -5.3693517200E+01         -3.3950736902E+01         -1.0412089477E+01         2.0175865212E-01          2.0387127310E-01          -6.2304645199E+01         -2.8574703887E+01         -2.9161199975E+02         -2.1886059481E+02         0.0000000000E+00          6.5627374567E-01          4.4478112299E+02          4.4989549167E+02          5.0376179368E+00          -3.5500839261E+00         -7.3401093635E+00         -5.3388505980E+00         -5.4775002023E+00         2.7107933113E+02          8.0156698431E+00          2.9086348130E-01          4.6993498671E-01          5.3504631403E+01          4.0032698486E+01          4.0354120097E+01          0.0000000000E+00          4.5461583068E-02          -1.4225723761E+00         6.2803196495E-02          2.3866035637E-04          2.1782743850E-01          6.6304679025E-01          -3.4761364993E-01         4.0257791962E-03          3.6041229805E-03          -1.6200933111E+00         
2018-08-31                21:25:13.536              242.89251779              5829.420427               1535750713.537            0                         963                       1.4853149280E+02          4.5000114441E+01          4.4999382019E+01          4.5013816833E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.9765483073E+04          1.0000000000E+00          1.0600000000E+02          2.3396979035E-01          2.3584952287E-01          2.4287296785E-03          2.1482059247E-03          -8.3597917764E+01         -8.3597917764E+01         -5.3693517200E+01         -3.3950736902E+01         -1.0412089477E+01         2.0175865212E-01          2.0387127310E-01          -6.2304645199E+01         -2.8574703887E+01         -2.9161199975E+02         -2.1886059481E+02         0.0000000000E+00          6.5627374567E-01          4.4478112299E+02          4.4989549167E+02          5.0376179368E+00          -3.5500839261E+00         -7.3401093635E+00         -5.3388505980E+00         -5.4775002023E+00         2.7107933113E+02          7.9353043876E+00          2.9086348130E-01          4.6993498671E-01          5.3504631403E+01          4.0032698486E+01          4.0354120097E+01          0.0000000000E+00          4.5461583068E-02          -1.4225723761E+00         6.2803196495E-02          2.3866035637E-04          2.1782743850E-01          6.6304679025E-01          -3.4761364993E-01         4.0257791962E-03          3.6041229805E-03          -1.6200933111E+00         
2018-08-31                21:25:14.029              242.89252350              5829.420564               1535750714.030            0                         963                       1.4845718384E+02          4.5000114441E+01          4.4999382019E+01          4.5013816833E+01          3.7687500000E+01          0.0000000000E+00          0.0000000000E+00          2.9861824219E+04          1.0000000000E+00          1.0500000000E+02          2.3396979035E-01          2.3584952287E-01          2.4287296785E-03          2.1482059247E-03          -8.3597917764E+01         -8.3597917764E+01         -5.3693517200E+01         -3.3950736902E+01         -1.0412089477E+01         2.0175865212E-01          2.0387127310E-01          -6.2304645199E+01         -2.8574703887E+01         -2.9161199975E+02         -2.1886059481E+02         0.0000000000E+00          6.5627374567E-01          4.3939700600E+02          4.4449568696E+02          4.9771546657E+00          -3.5500839261E+00         -7.3401093635E+00         -5.3388505980E+00         -5.4775002023E+00         2.6779966918E+02          7.9353043876E+00          2.9086348130E-01          4.6993498671E-01          5.3504631403E+01          4.0032698486E+01          4.0354120097E+01          0.0000000000E+00          4.5461583068E-02          -1.4225723761E+00         6.2803196495E-02          2.3866035637E-04          2.1782743850E-01          6.6304679025E-01          -3.4761364993E-01         4.0257791962E-03          3.6041229805E-03          -1.6200933111E+00         
